target,GC,Age,Length,height,weight,One day races,GC_specialty,Time trial,Sprint,Climber,PCS Ranking,UCI World Ranking,Specials | All Time Ranking,sumres_1,sumres_2,sumres_3,Stage_Type_RR
1,50.0,31.0,204.0,1.97,80.0,8.75e+03,2.08e+03,297.0,1.1464e+04,1.207e+03,75.0,69.0,54.0,35.0,15.0,15.0,1.0
1,46.0,29.0,204.0,1.88,73.0,1.937e+03,1.108e+03,163.0,1.922e+03,526.0,670.0,1.558e+03,962.0,218.0,126.0,85.0,1.0
1,144.0,28.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,32.0,107.7,5.0,1.0
1,23.0,22.0,204.0,1.78,73.0,127.0,167.0,869.0,182.0,3.0,817.0,2.052e+03,985.0,15.0,107.7,111.94,1.0
1,20.0,26.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,227.0,487.0,463.0,1.0
1,98.0,29.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,97.0,182.0,541.0,1.0
1,47.0,27.0,204.0,1.79,74.0,351.0,1.032e+03,392.0,150.0,562.0,244.0,234.0,985.0,385.0,157.0,303.0,1.0
1,73.0,24.0,204.0,1.84,73.0,98.0,383.0,279.0,129.0,188.0,582.0,617.0,985.0,27.0,5.0,111.94,1.0
1,39.0,26.0,204.0,1.76,68.0,1.027e+03,417.0,29.0,1.344e+03,1.167e+03,349.0,558.0,1.976e+03,319.0,406.0,582.0,1.0
1,89.0,32.0,204.0,1.86,74.0,298.0,120.0,142.0,461.0,32.0,290.0,460.0,985.0,53.0,92.0,46.0,1.0
1,143.0,27.0,204.0,1.84,77.0,193.0,444.0,69.0,596.0,283.0,485.0,768.0,985.0,58.0,242.0,37.0,1.0
1,1.0,26.0,204.0,1.82,72.0,183.0,874.0,43.0,18.0,862.0,438.0,503.0,985.0,130.0,190.0,54.0,1.0
1,30.0,30.0,204.0,1.83,69.0,82.0,291.0,1.0,43.0,216.0,257.0,233.0,985.0,483.0,498.0,538.0,1.0
1,140.0,28.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,17.0,0.0,5.0,1.0
1,124.0,31.0,204.0,1.75,70.0,194.0,72.0,0.0,184.0,33.0,1.022e+03,2.34e+03,985.0,433.0,239.0,280.0,1.0
1,19.0,32.0,204.0,1.81,65.0,579.0,170.0,1.0,2.16e+03,139.0,142.0,286.0,1.364e+03,286.0,516.0,723.0,1.0
1,16.0,26.0,204.0,1.85,69.0,226.0,195.0,0.0,1.228e+03,151.0,209.0,387.0,1.804e+03,474.0,516.0,585.0,1.0
1,18.0,29.0,204.0,1.85,75.0,1.507e+03,5.15e+03,3.866e+03,286.0,5.304e+03,3.0,3.0,48.0,499.0,281.0,160.0,1.0
0,123.0,22.0,204.0,1.9,72.0,647.0,980.0,357.0,196.0,268.0,457.0,2.058e+03,985.0,169.0,269.0,111.94,1.0
0,146.0,22.0,204.0,1.89,77.0,2.0,11.0,0.0,0.0,0.0,520.0,2.406e+03,985.0,10.0,107.7,111.94,1.0
0,60.0,33.0,204.0,1.74,67.0,29.0,35.0,0.0,28.0,6.0,520.0,3.016e+03,985.0,47.0,79.0,75.0,1.0
0,69.0,23.0,204.0,1.93,83.0,2.902e+03,3.204e+03,928.0,807.0,2.528e+03,66.0,66.0,200.0,34.0,60.0,111.94,1.0
0,3.0,29.0,204.0,1.79,67.0,67.0,453.0,111.0,266.0,81.0,520.0,861.0,985.0,48.0,96.0,98.0,1.0
0,70.0,30.0,204.0,1.89,73.0,222.0,469.0,20.0,1.114e+03,246.0,906.0,615.0,985.0,39.0,0.0,0.0,1.0
0,52.0,26.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,10.0,4.0,10.0,1.0
0,38.0,30.0,204.0,1.83,65.0,390.0,3.732e+03,1.081e+04,1.024e+03,969.0,319.0,258.0,73.0,252.0,232.0,215.0,1.0
0,8.0,30.0,204.0,1.81,73.0,1.73e+03,1.252e+03,1.156e+03,812.0,809.0,44.0,38.0,1.156e+03,170.0,76.0,19.0,1.0
0,15.0,30.0,204.0,1.89,70.0,146.0,435.0,361.0,105.0,694.0,571.0,853.0,985.0,304.0,212.0,72.0,1.0
0,77.0,28.0,204.0,1.8,67.0,1.789e+03,771.0,604.0,465.0,1.135e+03,95.0,75.0,946.0,65.0,214.0,20.0,1.0
0,7.0,27.0,204.0,1.67,59.0,242.0,8.25e+03,4.388e+03,533.0,6.852e+03,734.0,1.577e+03,40.0,431.0,447.0,324.0,1.0
0,100.0,36.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,126.0,23.0,189.0,1.0
0,37.0,30.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,20.0,168.0,130.0,1.0
0,14.0,27.0,204.0,1.77,65.0,164.0,1.242e+03,19.0,168.0,962.0,328.0,353.0,1.58e+03,179.0,107.7,111.94,1.0
0,126.0,37.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,10.0,90.0,51.0,1.0
0,4.0,28.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,115.0,221.0,261.0,1.0
0,145.0,34.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,125.0,11.0,254.0,1.0
0,53.0,27.0,204.0,1.75,64.0,155.0,130.0,1.072e+03,27.0,0.0,608.0,424.0,985.0,79.0,56.0,175.0,1.0
0,32.0,27.0,204.0,1.73,62.0,499.0,226.0,330.0,444.0,156.0,384.0,414.0,985.0,330.0,283.0,522.0,1.0
0,119.0,34.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,111.0,67.0,15.0,1.0
0,27.0,34.0,204.0,1.65,53.0,384.0,643.0,1.536e+03,958.0,471.0,159.0,334.0,1.634e+03,77.0,242.0,236.0,1.0
0,40.0,20.0,204.0,1.75,60.0,272.0,841.0,714.0,700.0,652.0,520.0,1.494e+03,1.741e+03,102.25,107.7,111.94,1.0
0,56.0,27.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,42.0,33.0,20.0,1.0
0,34.0,30.0,204.0,1.73,63.0,108.0,100.0,68.0,280.0,4.0,472.0,810.0,985.0,287.0,577.0,306.0,1.0
0,84.0,32.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,39.0,22.0,47.0,1.0
0,21.0,33.0,204.0,1.86,73.0,1.073e+03,836.0,91.0,348.0,888.0,246.0,197.0,985.0,266.0,101.0,0.0,1.0
0,51.0,39.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,15.0,55.0,116.0,1.0
0,2.0,31.0,204.0,1.81,74.0,203.0,93.0,192.0,534.0,89.0,847.0,978.0,985.0,887.0,910.0,757.0,1.0
0,78.0,24.0,204.0,1.84,78.0,792.0,236.0,2.0,1.208e+03,118.0,178.0,201.0,1.947e+03,52.0,27.0,20.0,1.0
0,31.0,28.0,204.0,1.95,79.0,439.0,1.401e+03,74.0,662.0,1.096e+03,665.0,1.314e+03,985.0,78.0,107.7,0.0,1.0
0,9.0,29.0,204.0,1.71,62.0,334.0,705.0,652.0,279.0,133.0,546.0,1.77e+03,985.0,82.0,104.0,0.0,1.0
0,122.0,30.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,34.0,63.0,54.0,1.0
0,75.0,33.0,204.0,1.89,75.0,1.46e+03,1.13e+03,539.0,885.0,1.384e+03,381.0,472.0,1.841e+03,62.0,51.0,124.0,1.0
0,117.0,36.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,10.0,20.0,102.0,1.0
0,90.0,27.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,10.0,10.0,5.0,1.0
0,101.0,26.0,204.0,1.69,61.0,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,30.0,24.0,111.94,1.0
0,59.0,31.0,204.0,1.84,70.0,4.24e+03,4.096e+03,935.0,1.92e+03,4.576e+03,34.0,47.0,144.0,10.0,7.0,20.0,1.0
0,68.0,28.0,204.0,1.8,66.0,685.0,102.0,30.0,716.0,8.0,597.0,1.776e+03,985.0,102.25,5.0,95.0,1.0
0,58.0,31.0,204.0,1.77,67.0,355.0,147.0,257.0,714.0,31.0,871.0,713.0,985.0,149.0,307.0,146.0,1.0
0,91.0,29.0,204.0,1.73,64.0,83.0,227.0,7.0,136.0,144.0,577.0,732.0,985.0,12.0,30.0,20.0,1.0
0,29.0,34.0,204.0,1.75,63.0,341.0,642.0,70.0,380.0,230.0,467.0,561.0,985.0,202.0,90.0,130.0,1.0
0,95.0,26.0,204.0,1.82,72.0,39.0,160.0,101.0,36.0,50.0,722.0,701.0,985.0,52.0,25.0,20.0,1.0
0,93.0,37.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,15.0,21.0,34.0,1.0
0,61.0,26.0,204.0,1.94,76.0,515.0,62.0,0.0,422.0,130.0,389.0,516.0,985.0,60.0,28.0,0.0,1.0
0,54.0,24.0,204.0,1.86,78.0,88.0,362.0,55.0,54.0,238.0,520.0,3.428e+03,985.0,214.0,113.0,124.0,1.0
0,57.0,32.0,204.0,1.81,63.0,7.0,83.0,6.0,8.0,128.0,543.0,782.0,985.0,22.0,5.0,27.0,1.0
0,28.0,28.0,204.0,1.84,68.0,1.941e+03,315.0,107.0,612.0,658.0,58.0,42.0,872.0,102.0,27.0,2.0,1.0
0,79.0,32.0,204.0,1.81,73.0,3.128e+03,1.73e+03,83.0,1.216e+03,2.4e+03,85.0,71.0,942.0,15.0,18.0,54.0,1.0
0,49.0,34.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,36.0,24.0,46.0,1.0
0,87.0,33.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,20.0,0.0,29.0,1.0
0,80.0,31.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,131.0,229.0,194.0,1.0
0,81.0,32.0,204.0,1.81,70.0,403.0,779.0,18.0,60.0,648.0,397.0,609.0,985.0,169.0,166.0,174.0,1.0
0,83.0,34.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,9.0,59.0,17.0,1.0
0,10.0,35.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,82.0,641.0,268.0,1.0
0,41.0,26.0,204.0,1.84,67.0,283.0,23.0,79.0,1.678e+03,24.0,1.069e+03,885.0,985.0,35.0,0.0,32.0,1.0
0,133.0,24.0,204.0,1.87,78.0,554.0,286.0,51.0,1.192e+03,111.0,623.0,1.406e+03,985.0,139.0,61.0,36.0,1.0
0,71.0,28.0,204.0,1.91,71.5,696.0,41.0,97.0,2.896e+03,32.0,1.583e+03,3.196e+03,1.184e+03,39.0,23.0,5.0,1.0
0,12.0,26.0,204.0,1.8,63.0,46.0,66.0,185.0,50.0,4.0,820.0,870.0,985.0,178.0,563.0,302.0,1.0
0,108.0,34.0,204.0,1.85,80.0,1.126e+03,574.0,150.0,1.029e+03,104.0,630.0,1.293e+03,1.366e+03,10.0,15.0,20.0,1.0
0,22.0,37.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,57.0,81.0,11.0,1.0
0,11.0,27.0,204.0,1.78,64.0,237.0,1.193e+03,2.196e+03,792.0,1.745e+03,481.0,931.0,857.0,60.0,80.0,43.0,1.0
0,125.0,29.0,204.0,1.86,78.0,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,25.0,0.0,62.0,1.0
0,13.0,24.0,204.0,1.73,58.0,706.0,909.0,437.0,301.0,353.0,316.0,673.0,985.0,151.0,444.0,53.0,1.0
0,42.0,25.0,204.0,1.87,78.0,136.0,151.0,31.0,46.0,94.0,399.0,397.0,985.0,94.0,89.0,21.0,1.0
0,104.0,29.0,204.0,1.9,73.0,514.0,152.0,0.0,408.0,136.0,1.888e+03,3.18e+03,985.0,45.0,10.0,30.0,1.0
0,92.0,30.0,204.0,1.85,78.0,10.0,134.0,211.0,46.0,121.0,714.0,1.198e+03,985.0,11.0,15.0,10.0,1.0
0,63.0,27.0,204.0,1.82,68.0,1.343e+03,3.396e+03,665.0,1.798e+03,4.46e+03,346.0,481.0,905.0,68.0,59.0,82.0,1.0
0,109.0,22.0,204.0,1.82,70.0,324.0,432.0,568.0,564.0,106.0,264.0,218.0,985.0,90.0,107.7,111.94,1.0
0,113.0,35.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,3.0,187.0,96.0,1.0
0,5.0,32.0,204.0,1.9,75.0,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,124.0,407.0,528.0,1.0
0,147.0,28.0,204.0,1.89,77.0,87.0,58.0,0.0,55.0,16.0,1.745e+03,1.161e+03,985.0,561.0,224.0,639.0,1.0
0,85.0,32.0,204.0,1.78,67.0,1.391e+03,1.432e+03,232.0,1.714e+03,360.0,713.0,2.034e+03,1.103e+03,37.0,54.0,177.0,1.0
0,130.0,25.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,102.25,107.7,111.94,1.0
0,138.0,26.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,0.0,0.0,0.0,1.0
0,106.0,25.0,204.0,1.86,77.0,77.0,1.183e+03,150.0,86.0,1.134e+03,30.0,40.0,985.0,0.0,9.0,10.0,1.0
0,35.0,22.0,204.0,1.85,72.0,54.0,162.0,5.0,100.0,80.0,285.0,337.0,985.0,33.0,0.0,25.0,1.0
0,102.0,28.0,204.0,1.73,64.0,514.0,398.0,10.0,480.0,104.0,1.299e+03,2.204e+03,985.0,24.0,172.0,224.0,1.0
0,25.0,30.0,204.0,1.83,64.0,670.0,295.0,12.0,231.0,580.0,107.0,84.0,985.0,475.0,321.0,581.0,1.0
0,103.0,22.0,204.0,1.83,77.0,76.0,178.0,385.0,50.0,73.0,940.0,910.0,985.0,102.25,107.7,111.94,1.0
0,72.0,31.0,204.0,1.83,68.0,235.0,103.0,131.0,386.0,18.0,781.0,2.488e+03,985.0,196.0,563.0,381.0,1.0
0,55.0,33.0,204.0,1.8,70.0,135.0,110.0,377.0,319.0,74.0,765.0,1.878e+03,985.0,15.0,0.0,0.0,1.0
0,17.0,25.0,204.0,1.82,71.0,547.0,1.975e+03,263.0,210.0,1.891e+03,51.0,43.0,1.706e+03,315.0,400.0,395.0,1.0
0,137.0,25.0,204.0,1.87,73.0,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,5.0,5.0,111.94,1.0
0,65.0,32.0,204.0,1.73,65.0,528.0,111.0,17.0,640.0,100.0,433.0,421.0,985.0,20.0,29.0,131.0,1.0
0,74.0,32.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,5.0,5.0,20.0,1.0
0,76.0,30.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,34.0,87.0,30.0,1.0
0,135.0,31.0,204.0,1.79,69.0,3.076e+03,784.0,454.0,1.958e+03,1.264e+03,9.0,7.0,246.0,5.0,5.0,11.0,1.0
0,105.0,34.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,62.0,25.0,6.0,1.0
0,120.0,31.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,37.0,10.0,15.0,1.0
0,110.0,24.0,204.0,1.76,70.0,205.0,696.0,311.0,79.0,496.0,553.0,815.0,985.0,23.0,94.0,5.0,1.0
0,115.0,32.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,102.25,4.0,57.0,1.0
0,116.0,26.0,204.0,1.7,55.0,226.0,4.0,0.0,444.0,0.0,1.711e+03,2.005e+03,985.0,102.25,107.7,111.94,1.0
0,134.0,23.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,5.0,0.0,111.94,1.0
0,67.0,27.0,204.0,1.78,65.0,229.0,212.0,56.0,200.0,57.0,402.0,388.0,985.0,364.0,142.0,14.0,1.0
0,6.0,24.0,204.0,1.89,70.0,2.916e+03,5.15e+03,1.754e+03,981.0,6.024e+03,55.0,61.0,251.0,160.0,124.0,90.0,1.0
0,66.0,27.0,204.0,1.73,60.0,959.0,3.904e+03,908.0,528.0,3.974e+03,110.0,185.0,510.0,77.0,442.0,9.0,1.0
0,112.0,39.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,30.0,5.0,15.0,1.0
0,149.0,29.0,204.0,1.86,68.0,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,87.0,30.0,10.0,1.0
0,158.0,33.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,25.0,97.0,138.0,1.0
0,96.0,29.0,204.0,1.7,63.0,86.0,769.0,159.0,195.0,695.0,298.0,370.0,2.024e+03,28.0,44.0,20.0,1.0
0,62.0,32.0,204.0,1.86,77.0,303.0,255.0,20.0,3.952e+03,12.0,352.0,417.0,747.0,86.0,126.0,38.0,1.0
0,48.0,22.0,204.0,1.8,71.0,5.0,34.0,11.0,32.0,33.0,958.0,1.942e+03,985.0,285.0,107.7,111.94,1.0
0,132.0,28.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,0.0,58.0,185.0,1.0
0,64.0,30.0,204.0,1.75,63.0,1.187e+03,1.067e+03,3.79e+03,414.0,337.0,24.0,26.0,598.0,56.0,75.0,58.0,1.0
0,44.0,23.0,204.0,1.8,69.0,928.0,1.3e+03,142.0,573.0,1.292e+03,334.0,278.0,985.0,328.0,20.0,5.0,1.0
0,121.0,27.0,204.0,1.79,71.0,587.0,496.0,21.0,571.0,260.0,594.0,3.542e+03,985.0,5.0,47.0,15.0,1.0
0,114.0,33.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,46.0,78.0,63.0,1.0
0,86.0,36.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,309.0,181.0,336.0,1.0
0,142.0,34.0,204.0,1.83,72.0,567.0,419.0,88.0,668.0,103.0,1.582e+03,2.662e+03,985.0,20.0,85.0,30.0,1.0
0,141.0,33.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,0.0,5.0,111.94,1.0
0,150.0,30.0,204.0,1.82,75.0,288.0,329.0,233.0,305.0,96.0,745.0,1.535e+03,985.0,211.0,187.0,40.0,1.0
0,94.0,27.0,204.0,1.9,80.0,0.0,5.0,0.0,1.0,0.0,520.0,861.0,985.0,68.0,47.0,23.0,1.0
0,139.0,24.0,204.0,1.73,68.0,81.0,39.0,0.0,33.0,17.0,520.0,3.052e+03,985.0,15.0,24.0,111.94,1.0
0,148.0,31.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,5.0,10.0,37.0,1.0
0,43.0,33.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,123.0,51.0,112.0,1.0
0,26.0,26.0,204.0,1.75,68.0,84.0,309.0,8.0,88.0,364.0,322.0,327.0,985.0,263.0,192.0,57.0,1.0
0,128.0,25.0,204.0,1.84,70.0,61.0,653.0,477.0,342.0,387.0,628.0,666.0,985.0,0.0,0.0,111.94,1.0
0,136.0,30.0,204.0,1.9,75.0,1.1064e+04,3.552e+03,574.0,7.256e+03,4.836e+03,83.0,58.0,62.0,125.0,185.0,86.0,1.0
0,151.0,30.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,20.0,0.0,20.0,1.0
0,152.0,26.0,204.0,1.8,75.0,2.7e+03,1.056e+03,1.719e+03,2e+03,374.0,62.0,45.0,470.0,8.0,107.7,111.94,1.0
0,163.0,26.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,26.0,29.0,8.0,1.0
0,156.0,21.0,204.0,1.7,59.0,456.0,222.0,162.0,1.461e+03,50.0,584.0,658.0,985.0,10.0,107.7,111.94,1.0
0,165.0,28.0,204.0,1.78,70.0,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,0.0,0.0,111.94,1.0
0,172.0,28.0,204.0,1.82,74.0,91.0,70.0,0.0,215.0,12.0,589.0,621.0,985.0,3.0,150.0,56.0,1.0
0,169.0,23.0,204.0,1.99,90.0,18.0,36.0,155.0,92.0,24.0,1.459e+03,3.028e+03,985.0,0.0,107.7,111.94,1.0
0,164.0,23.0,204.0,1.79,71.0,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,5.0,5.0,111.94,1.0
0,157.0,32.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,15.0,40.0,20.0,1.0
0,154.0,22.0,204.0,1.82,74.0,77.0,135.0,115.0,350.0,28.0,659.0,946.0,985.0,102.25,107.7,111.94,1.0
0,166.0,31.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,5.0,0.0,111.94,1.0
0,167.0,28.0,204.0,1.78,63.0,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,5.0,0.0,111.94,1.0
0,155.0,26.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,145.0,49.0,18.0,1.0
0,168.0,29.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,102.25,107.7,111.94,1.0
0,171.0,30.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,102.25,107.7,111.94,1.0
0,161.0,25.0,204.0,1.82,72.0,360.0,94.0,90.0,240.0,157.0,1.689e+03,2.484e+03,985.0,5.0,107.7,111.94,1.0
0,118.0,35.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,293.0,145.0,25.0,1.0
0,160.0,20.0,204.0,1.93,82.0,165.0,93.0,175.0,154.0,28.0,964.0,529.0,985.0,102.25,107.7,111.94,1.0
0,153.0,22.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,40.0,107.7,111.94,1.0
0,159.0,28.0,204.0,1.82,75.0,57.0,463.0,47.0,33.0,293.0,496.0,693.0,985.0,49.0,14.0,7.0,1.0
0,170.0,28.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,102.25,107.7,111.94,1.0
0,129.0,24.0,204.0,1.88,68.0,517.0,313.0,353.0,2.808e+03,289.0,419.0,363.0,1.423e+03,102.25,5.0,4.0,1.0
0,162.0,27.0,204.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,5.0,80.0,10.0,1.0
1,1.0,27.0,171.0,1.67,59.0,242.0,8.25e+03,4.388e+03,533.0,6.852e+03,734.0,1.577e+03,40.0,431.0,447.0,324.0,1.0
1,8.0,30.0,171.0,1.83,71.0,80.0,635.0,3.39e+03,216.0,90.0,899.0,966.0,1.353e+03,141.0,497.0,351.0,1.0
1,2.0,24.0,171.0,1.73,58.0,706.0,909.0,437.0,301.0,353.0,316.0,673.0,985.0,151.0,444.0,53.0,1.0
1,11.0,30.0,171.0,1.73,63.0,108.0,100.0,68.0,280.0,4.0,472.0,810.0,985.0,287.0,577.0,306.0,1.0
1,15.0,30.0,171.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,20.0,168.0,130.0,1.0
1,6.0,26.0,171.0,1.85,69.0,226.0,195.0,0.0,1.228e+03,151.0,209.0,387.0,1.804e+03,474.0,516.0,585.0,1.0
1,10.0,34.0,171.0,1.65,53.0,384.0,643.0,1.536e+03,958.0,471.0,159.0,334.0,1.634e+03,77.0,242.0,236.0,1.0
1,33.0,27.0,171.0,1.73,60.0,959.0,3.904e+03,908.0,528.0,3.974e+03,110.0,185.0,510.0,77.0,442.0,9.0,1.0
1,3.0,26.0,171.0,1.8,63.0,46.0,66.0,185.0,50.0,4.0,820.0,870.0,985.0,178.0,563.0,302.0,1.0
1,7.0,27.0,171.0,1.77,65.0,164.0,1.242e+03,19.0,168.0,962.0,328.0,353.0,1.58e+03,179.0,107.7,111.94,1.0
1,13.0,30.0,171.0,1.83,64.0,670.0,295.0,12.0,231.0,580.0,107.0,84.0,985.0,475.0,321.0,581.0,1.0
1,4.0,29.0,171.0,1.71,62.0,334.0,705.0,652.0,279.0,133.0,546.0,1.77e+03,985.0,82.0,104.0,0.0,1.0
1,24.0,20.0,171.0,1.75,60.0,272.0,841.0,714.0,700.0,652.0,520.0,1.494e+03,1.741e+03,102.25,107.7,111.94,1.0
1,25.0,30.0,171.0,1.83,65.0,390.0,3.732e+03,1.081e+04,1.024e+03,969.0,319.0,258.0,73.0,252.0,232.0,215.0,1.0
1,5.0,26.0,171.0,1.82,72.0,183.0,874.0,43.0,18.0,862.0,438.0,503.0,985.0,130.0,190.0,54.0,1.0
1,9.0,35.0,171.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,82.0,641.0,268.0,1.0
1,20.0,30.0,171.0,1.83,69.0,82.0,291.0,1.0,43.0,216.0,257.0,233.0,985.0,483.0,498.0,538.0,1.0
1,17.0,37.0,171.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,57.0,81.0,11.0,1.0
1,26.0,27.0,171.0,1.73,62.0,499.0,226.0,330.0,444.0,156.0,384.0,414.0,985.0,330.0,283.0,522.0,1.0
1,12.0,29.0,171.0,1.79,67.0,67.0,453.0,111.0,266.0,81.0,520.0,861.0,985.0,48.0,96.0,98.0,1.0
1,23.0,26.0,171.0,1.75,68.0,84.0,309.0,8.0,88.0,364.0,322.0,327.0,985.0,263.0,192.0,57.0,1.0
1,16.0,30.0,171.0,1.81,73.0,1.73e+03,1.252e+03,1.156e+03,812.0,809.0,44.0,38.0,1.156e+03,170.0,76.0,19.0,1.0
1,22.0,33.0,171.0,1.86,73.0,1.073e+03,836.0,91.0,348.0,888.0,246.0,197.0,985.0,266.0,101.0,0.0,1.0
1,21.0,32.0,171.0,1.81,65.0,579.0,170.0,1.0,2.16e+03,139.0,142.0,286.0,1.364e+03,286.0,516.0,723.0,1.0
1,14.0,24.0,171.0,1.89,70.0,2.916e+03,5.15e+03,1.754e+03,981.0,6.024e+03,55.0,61.0,251.0,160.0,124.0,90.0,1.0
1,28.0,26.0,171.0,1.76,68.0,1.027e+03,417.0,29.0,1.344e+03,1.167e+03,349.0,558.0,1.976e+03,319.0,406.0,582.0,1.0
1,19.0,30.0,171.0,1.89,70.0,146.0,435.0,361.0,105.0,694.0,571.0,853.0,985.0,304.0,212.0,72.0,1.0
1,29.0,26.0,171.0,1.84,67.0,283.0,23.0,79.0,1.678e+03,24.0,1.069e+03,885.0,985.0,35.0,0.0,32.0,1.0
1,18.0,28.0,171.0,1.806,68.6,861.5,856.0,417.5,900.0,779.0,520.0,861.0,985.0,115.0,221.0,261.0,1.0
1,30.0,34.0,171.0,1.75,63.0,341.0,642.0,70.0,380.0,230.0,467.0,561.0,985.0,202.0,90.0,130.0,1.0
